"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
242,"AVCT","American Virtual Cloud Technologies, Inc.","Technology","Information Technology Services","USA",12.14,,1.38,-2.13%,2762836
243,"AVD","American Vanguard Corporation","Basic Materials","Agricultural Inputs","USA",696.60,26.02,23.29,0.56%,149490
244,"AVDL","Avadel Pharmaceuticals plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland",357.55,,5.85,6.17%,257734
245,"AVEO","AVEO Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",512.69,,14.77,0.10%,2034754
246,"AVGR","Avinger, Inc.","Healthcare","Medical Devices","USA",7.20,,1.08,-1.82%,74115
247,"AVID","Avid Technology, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",1204.84,26.74,28.00,1.12%,387036
248,"AVK","Advent Convertible and Income Fund","Financial","Closed-End Fund - Debt","USA",383.99,1.98,11.10,3.74%,154073
249,"AVNS","Avanos Medical, Inc.","Healthcare","Medical Devices","USA",976.07,,21.15,2.57%,178707
250,"AVNW","Aviat Networks, Inc.","Technology","Communication Equipment","USA",339.70,17.70,31.60,3.88%,53542
251,"AVO","Mission Produce, Inc.","Consumer Defensive","Food Distribution","USA",1131.74,47.28,16.17,2.93%,141423
252,"AVTE","Aerovate Therapeutics, Inc.","Healthcare","Biotechnology","USA",510.93,,21.00,1.25%,32795
253,"AVTX","Avalo Therapeutics, Inc.","Healthcare","Biotechnology","USA",53.28,,5.65,0.71%,19850
254,"AWRE","Aware, Inc.","Technology","Software - Application","USA",35.14,,1.78,-4.81%,17554
255,"AWX","Avalon Holdings Corporation","Industrials","Waste Management","USA",9.93,,2.54,0.40%,216
256,"AXGN","AxoGen, Inc.","Healthcare","Medical Devices","USA",476.99,,11.33,1.43%,121410
257,"AXLA","Axcella Health Inc.","Healthcare","Biotechnology","USA",77.47,,1.40,-0.35%,83080
258,"AXR","AMREP Corporation","Real Estate","Real Estate Services","USA",59.13,4.49,10.97,-0.62%,11726
259,"AXTI","AXT, Inc.","Technology","Semiconductor Equipment & Materials","USA",187.34,12.28,4.41,2.56%,320827
260,"AZ","A2Z Smart Technologies Corp.","Industrials","Aerospace & Defense","Canada",55.86,,1.52,-1.94%,81926
261,"AZRE","Azure Power Global Limited","Utilities","Utilities - Renewable","India",349.88,,5.29,15.25%,512862
262,"AZYO","Aziyo Biologics, Inc.","Healthcare","Medical Devices","USA",108.10,,7.76,-0.77%,20627
263,"AZZ","AZZ Inc.","Industrials","Electrical Equipment & Parts","USA",928.17,11.42,37.70,3.54%,148584
264,"B","Barnes Group Inc.","Industrials","Specialty Industrial Machinery","USA",1718.66,48.25,34.84,4.44%,218787
265,"BACA","Berenson Acquisition Corp. I","Financial","Shell Companies","USA",339.43,40.45,9.87,0.20%,1606
266,"BALY","Bally's Corporation","Consumer Cyclical","Resorts & Casinos","USA",1006.74,,21.53,4.57%,309532
267,"BAMR","Brookfield Asset Management Reinsurance Partners Ltd.","Financial","Insurance - Reinsurance","Bermuda",422.01,19.76,39.22,2.80%,46328
268,"BANC","Banc of California, Inc.","Financial","Banks - Regional","USA",972.48,13.34,16.09,3.47%,510931
269,"BAND","Bandwidth Inc.","Technology","Software - Infrastructure","USA",294.40,,12.14,11.07%,342874
270,"BANX","ArrowMark Financial Corp.","Financial","Asset Management","USA",118.66,14.18,16.80,1.02%,11771
271,"BASE","Couchbase, Inc.","Technology","Software - Infrastructure","USA",563.91,,12.86,0.78%,206224
272,"BATL","Battalion Oil Corporation","Energy","Oil & Gas E&P","USA",219.40,,13.51,1.89%,2335
273,"BBAI","BigBear.ai Holdings, Inc.","Technology","Information Technology Services","USA",138.09,,1.15,1.77%,138488
274,"BBCP","Concrete Pumping Holdings, Inc.","Industrials","Engineering & Construction","USA",358.84,15.12,6.35,-0.94%,150338
275,"BBGI","Beasley Broadcast Group, Inc.","Communication Services","Broadcasting","USA",29.52,,1.01,0.00%,9460
276,"BBN","BlackRock Taxable Municipal Bond Trust","Financial","Closed-End Fund - Debt","USA",994.57,,16.32,2.26%,398361
277,"BBU","Brookfield Business Partners L.P.","Industrials","Conglomerates","Bermuda",1617.62,,20.78,6.35%,3845
278,"BBW","Build-A-Bear Workshop, Inc.","Consumer Cyclical","Specialty Retail","USA",242.64,5.41,16.78,6.40%,195479
279,"BCAB","BioAtla, Inc.","Healthcare","Biotechnology","USA",253.16,,6.87,4.73%,248967
280,"BCBP","BCB Bancorp, Inc.","Financial","Banks - Regional","USA",324.09,7.85,19.63,1.13%,80412
281,"BCDA","BioCardia, Inc.","Healthcare","Biotechnology","USA",35.49,,1.99,-2.12%,29356
282,"BCEL","Atreca, Inc.","Healthcare","Biotechnology","USA",58.30,,1.49,2.76%,56577
283,"BCLI","Brainstorm Cell Therapeutics Inc.","Healthcare","Biotechnology","USA",129.32,,3.55,4.88%,103394
284,"BCML","BayCom Corp","Financial","Banks - Regional","USA",261.25,9.69,18.89,3.79%,45185
285,"BCOR","Blucora, Inc.","Financial","Asset Management","USA",999.24,47.87,21.54,3.46%,205768
286,"BCOV","Brightcove Inc.","Technology","Software - Application","USA",279.40,,6.71,1.51%,85135
287,"BCSA","Blockchain Coinvestors Acquisition Corp. I","Financial","Shell Companies","Cayman Islands",417.43,55.80,10.10,0.00%,236
288,"BCSAU","Blockchain Coinvestors Acquisition Corp. I","Financial","Shell Companies","Cayman Islands",417.77,,10.12,0.00%,16
289,"BCSF","Bain Capital Specialty Finance, Inc.","Financial","Asset Management","USA",797.51,8.16,12.20,1.24%,423367
290,"BCTX","BriaCell Therapeutics Corp.","Healthcare","Biotechnology","Canada",85.13,,5.35,-8.39%,761670
291,"BCV","Bancroft Fund Ltd.","Financial","Closed-End Fund - Debt","USA",102.37,3.66,17.44,2.47%,24755
292,"BCYC","Bicycle Therapeutics plc","Healthcare","Biotechnology","United Kingdom",724.67,,24.92,1.22%,89251
293,"BDL","Flanigan's Enterprises, Inc.","Consumer Cyclical","Restaurants","USA",47.94,7.39,25.50,-1.14%,455
294,"BDSX","Biodesix, Inc.","Healthcare","Diagnostics & Research","USA",42.38,,1.04,2.97%,129598
295,"BDTX","Black Diamond Therapeutics, Inc.","Healthcare","Biotechnology","USA",55.79,,1.66,7.79%,419001
296,"BEAT","HeartBeam, Inc.","Healthcare","Diagnostics & Research","USA",25.29,,2.89,-2.36%,402003
297,"BEDU","Bright Scholar Education Holdings Limited","Consumer Defensive","Education & Training Services","China",84.01,,2.82,0.71%,2185
298,"BEEM","Beam Global","Technology","Solar","USA",128.15,,12.01,13.95%,236247
299,"BELFB","Bel Fuse Inc.","Technology","Electronic Components","USA",384.36,19.08,30.59,0.79%,74208
300,"BENE","Benessere Capital Acquisition Corp.","Financial","Shell Companies","USA",143.20,,10.43,0.00%,25569
301,"BFAC","Battery Future Acquisition Corp.","Financial","Shell Companies","USA",436.95,,10.11,0.00%,122
302,"BFH","Bread Financial Holdings, Inc.","Financial","Credit Services","USA",1604.26,3.40,32.64,7.09%,1188338
303,"BFI","BurgerFi International, Inc.","Consumer Cyclical","Restaurants","USA",41.78,,1.86,3.91%,28140
304,"BFIN","BankFinancial Corporation","Financial","Banks - Regional","USA",128.02,16.58,9.78,1.03%,21769
305,"BFK","BlackRock Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",414.24,34.33,9.20,-0.33%,283350
306,"BFRI","Biofrontera Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",28.47,,1.17,-1.68%,87304
307,"BFST","Business First Bancshares, Inc.","Financial","Banks - Regional","USA",570.71,10.98,23.19,1.35%,56548
308,"BFZ","BlackRock California Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",321.57,12.59,10.26,0.98%,113970
309,"BGB","Blackstone/GSO Strategic Credit Fund","Financial","Closed-End Fund - Debt","USA",464.06,,10.39,0.78%,161985
310,"BGFV","Big 5 Sporting Goods Corporation","Consumer Cyclical","Specialty Retail","USA",267.78,4.45,12.34,2.24%,233464
311,"BGH","Barings Global Short Duration High Yield Fund","Financial","Asset Management","USA",249.80,,12.45,0.97%,36241
312,"BGI","Birks Group Inc.","Consumer Cyclical","Luxury Goods","Canada",95.65,103.40,5.17,1.37%,20401
313,"BGR","BlackRock Energy and Resources Trust","Financial","Closed-End Fund - Equity","USA",357.93,,12.56,0.24%,100441
314,"BGSF","BGSF, Inc.","Industrials","Staffing & Employment Services","USA",128.17,10.91,11.99,2.83%,16671
315,"BGT","BlackRock Floating Rate Income Trust","Financial","Closed-End Fund - Debt","USA",244.29,91.00,10.92,0.00%,119250
316,"BGX","Blackstone / GSO Long-Short Credit Income Fund","Financial","Closed-End Fund - Debt","USA",135.98,,10.70,0.19%,46937
317,"BHB","Bar Harbor Bankshares","Financial","Banks - Regional","USA",428.22,10.83,29.29,0.90%,10739
318,"BHE","Benchmark Electronics, Inc.","Technology","Electronic Components","USA",983.44,21.14,29.01,2.65%,175501
319,"BHK","BlackRock Core Bond Trust","Financial","Closed-End Fund - Debt","USA",532.01,,9.85,1.55%,226849
320,"BHLB","Berkshire Hills Bancorp, Inc.","Financial","Banks - Regional","USA",1282.68,16.53,29.02,1.26%,458984
321,"BHR","Braemar Hotels & Resorts Inc.","Real Estate","REIT - Hotel & Motel","USA",352.04,1663.33,4.99,5.50%,489993
322,"BHV","BlackRock Virginia Municipal Bond Trust","Financial","Asset Management","USA",17.85,38.88,11.08,0.36%,11414
323,"BHVN","Biohaven Ltd.","Healthcare","Biotechnology","USA",567.41,,14.41,-0.96%,982316
324,"BIAF","bioAffinity Technologies, Inc.","Healthcare","Diagnostics & Research","USA",7.89,,2.71,2.26%,170401
325,"BIG","Big Lots, Inc.","Consumer Defensive","Discount Stores","USA",480.11,,16.59,8.50%,977314
326,"BIOL","BIOLASE, Inc.","Healthcare","Medical Devices","USA",13.97,,1.96,5.38%,19306
327,"BIOS","BioPlus Acquisition Corp.","Financial","Shell Companies","USA",296.19,,10.10,0.15%,500
328,"BIOTU","Biotech Acquisition Company","Financial","Shell Companies","USA",286.64,,9.97,0.00%,0
329,"BIOX","Bioceres Crop Solutions Corp.","Basic Materials","Agricultural Inputs","Argentina",855.32,,13.78,5.59%,98976
330,"BIT","BlackRock Multi-Sector Income Trust","Financial","Closed-End Fund - Debt","USA",540.62,,14.36,1.27%,63398
331,"BITE","Bite Acquisition Corp.","Financial","Shell Companies","USA",253.56,,9.92,-0.20%,325
332,"BIVI","BioVie Inc.","Healthcare","Biotechnology","USA",119.61,,3.97,5.16%,576759
333,"BJRI","BJ's Restaurants, Inc.","Consumer Cyclical","Restaurants","USA",639.93,,28.53,0.35%,494883
334,"BKE","The Buckle, Inc.","Consumer Cyclical","Apparel Retail","USA",1841.36,7.53,38.25,3.69%,552900
335,"BKKT","Bakkt Holdings, Inc.","Technology","Software - Infrastructure","USA",586.20,,2.36,9.26%,1811176
336,"BKN","BlackRock Investment Quality Municipal Trust Inc.","Financial","Closed-End Fund - Debt","USA",189.60,22.82,11.00,-0.99%,110941
337,"BKSC","Bank of South Carolina Corporation","Financial","Banks - Regional","USA",90.86,14.86,16.40,-0.55%,14522
338,"BKT","BlackRock Income Trust, Inc.","Financial","Closed-End Fund - Debt","USA",252.46,40.17,11.85,1.02%,58457
339,"BKTI","BK Technologies Corporation","Technology","Communication Equipment","USA",44.62,,2.60,-1.89%,6648
340,"BKYI","BIO-key International, Inc.","Industrials","Security & Protection Services","USA",13.94,,1.64,-2.38%,2976
341,"BLBD","Blue Bird Corporation","Consumer Cyclical","Auto Manufacturers","USA",255.56,,8.10,3.18%,152815
342,"BLCM","Bellicum Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",9.21,,1.04,2.45%,11589
343,"BLDE","Blade Air Mobility, Inc.","Industrials","Airports & Air Services","USA",287.53,,4.13,6.44%,442329
344,"BLE","BlackRock Municipal Income Trust II","Financial","Asset Management","USA",468.05,28.51,9.58,-0.10%,128632
345,"BLFS","BioLife Solutions, Inc.","Healthcare","Medical Instruments & Supplies","USA",861.48,,20.58,10.65%,297717
346,"BLFY","Blue Foundry Bancorp","Financial","Banks - Regional","USA",330.45,,11.78,-0.38%,55861
347,"BLI","Berkeley Lights, Inc.","Healthcare","Biotechnology","USA",133.00,,1.90,0.00%,2065179
348,"BLIN","Bridgeline Digital, Inc.","Technology","Software - Infrastructure","USA",13.35,,1.28,7.56%,116929
349,"BLNG","Belong Acquisition Corp.","Financial","Shell Companies","USA",192.63,37.41,9.95,0.00%,50125
350,"BLNK","Blink Charging Co.","Consumer Cyclical","Specialty Retail","USA",742.05,,14.55,9.48%,1845377
351,"BLPH","Bellerophon Therapeutics, Inc.","Healthcare","Biotechnology","USA",11.22,,1.19,15.53%,10417
352,"BLSA","BCLS Acquisition Corp.","Financial","Shell Companies","USA",184.84,,10.03,-0.05%,3642
353,"BLTE","Belite Bio, Inc","Healthcare","Biotechnology","USA",703.74,,29.08,0.97%,43022
354,"BLTS","Bright Lights Acquisition Corp.","Financial","Shell Companies","USA",288.08,40.40,10.02,0.00%,77981
355,"BLTSU","Bright Lights Acquisition Corp.","Financial","Shell Companies","USA",288.08,,10.01,0.00%,0
356,"BLW","BlackRock Limited Duration Income Trust","Financial","Closed-End Fund - Debt","USA",439.25,11.76,12.30,-0.49%,163769
357,"BLX","Banco Latinoamericano de Comercio Exterior, S. A.","Financial","Banks - Regional","Panama",524.78,7.89,14.90,1.15%,49028
358,"BLZE","Backblaze, Inc.","Technology","Software - Infrastructure","USA",177.30,,5.52,24.04%,197139
359,"BMA","Banco Macro S.A.","Financial","Banks - Regional","Argentina",1849.42,4.79,14.94,2.89%,225618
360,"BMAQ","Blockchain Moon Acquisition Corp.","Financial","Shell Companies","USA",148.87,,10.12,0.00%,31071
361,"BMEA","Biomea Fusion, Inc.","Healthcare","Biotechnology","USA",271.87,,9.60,4.35%,37695
362,"BMRA","Biomerica, Inc.","Healthcare","Diagnostics & Research","USA",42.17,,2.98,0.00%,35895
363,"BMRC","Bank of Marin Bancorp","Financial","Banks - Regional","USA",541.83,14.90,34.38,2.84%,36765
364,"BMTX","BM Technologies, Inc.","Technology","Software - Application","USA",86.65,10.24,7.30,1.53%,60290
365,"BNED","Barnes & Noble Education, Inc.","Consumer Cyclical","Specialty Retail","USA",132.90,,2.50,5.93%,87937
366,"BNFT","Benefitfocus, Inc.","Technology","Software - Application","USA",211.85,,6.29,2.78%,48331
367,"BNOX","Bionomics Limited","Healthcare","Biotechnology","Australia",52.13,,8.50,-0.82%,89
368,"BNR","Burning Rock Biotech Limited","Healthcare","Diagnostics & Research","China",184.43,,1.77,2.31%,245295
369,"BNRG","Brenmiller Energy Ltd","Utilities","Utilities - Renewable","Israel",45.22,,2.97,-7.76%,28895
370,"BNSO","Bonso Electronics International Inc.","Technology","Scientific & Technical Instruments","Hong Kong",20.64,,3.54,-0.75%,11204
371,"BNY","BlackRock New York Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",226.42,9.78,9.19,-0.54%,78044
372,"BOAC","Bluescape Opportunities Acquisition Corp.","Financial","Shell Companies","USA",742.31,14.72,9.77,-0.05%,1901
373,"BOAS","BOA Acquisition Corp.","Financial","Shell Companies","USA",225.03,28.32,8.78,1.39%,89346
374,"BOC","Boston Omaha Corporation","Communication Services","Advertising Agencies","USA",774.88,,26.72,4.37%,60562
375,"BOE","BlackRock Enhanced Global Dividend Trust","Financial","Closed-End Fund - Foreign","USA",582.00,4.92,9.16,1.55%,163885
376,"BOLT","Bolt Biotherapeutics, Inc.","Healthcare","Biotechnology","USA",53.05,,1.40,1.45%,54188
377,"BON","Bon Natural Life Limited","Consumer Defensive","Packaged Foods","Cayman Islands",13.44,2.64,1.59,2.58%,25266
378,"BOOM","DMC Global Inc.","Energy","Oil & Gas Equipment & Services","USA",361.61,,19.61,1.76%,94495
379,"BOSC","B.O.S. Better Online Solutions Ltd.","Technology","Communication Equipment","Israel",13.17,18.65,2.28,0.79%,43925
380,"BOTJ","Bank of the James Financial Group, Inc.","Financial","Banks - Regional","USA",56.40,6.96,12.00,1.69%,1260
381,"BPAC","Bullpen Parlay Acquisition Company","Financial","Shell Companies","USA",290.66,,10.11,0.00%,0
382,"BPT","BP Prudhoe Bay Royalty Trust","Energy","Oil & Gas Refining & Marketing","USA",284.32,6.33,12.90,6.70%,234599
383,"BPTH","Bio-Path Holdings, Inc.","Healthcare","Biotechnology","USA",23.86,,3.26,0.92%,14116
384,"BQ","Boqii Holding Limited","Consumer Cyclical","Specialty Retail","China",18.43,,1.20,6.19%,7842
385,"BRAG","Bragg Gaming Group Inc.","Communication Services","Electronic Gaming & Multimedia","Canada",109.13,,3.42,6.88%,2735
386,"BRCC","BRC Inc.","Consumer Defensive","Packaged Foods","USA",1423.50,,7.03,12.30%,649396
387,"BRDG","Bridge Investment Group Holdings Inc.","Financial","Asset Management","USA",1747.50,2.16,15.04,4.23%,62147
388,"BREZ","Breeze Holdings Acquisition Corp.","Financial","Shell Companies","USA",81.95,27.63,10.36,0.00%,15506
389,"BRFH","Barfresh Food Group, Inc.","Consumer Defensive","Beverages - Non-Alcoholic","USA",26.95,,2.07,-13.75%,48850
390,"BRID","Bridgford Foods Corporation","Consumer Defensive","Packaged Foods","USA",115.07,2.96,12.59,2.27%,2133
391,"BRKHU","Burtech Acquisition Corp.","Financial","Shell Companies","USA",381.23,,9.98,0.00%,0
392,"BRLI","Brilliant Acquisition Corporation","Financial","Shell Companies","China",47.26,,10.62,-0.09%,9
393,"BRLT","Brilliant Earth Group, Inc.","Consumer Cyclical","Luxury Goods","USA",792.04,367.50,8.82,-2.76%,228402
394,"BRN","Barnwell Industries, Inc.","Energy","Oil & Gas E&P","USA",28.54,4.05,3.02,1.00%,29206
395,"BROG","Brooge Energy Limited","Energy","Oil & Gas Midstream","United Arab Emirates",843.75,56.96,7.97,-4.95%,27
396,"BRSH","Bruush Oral Care Inc.","Consumer Defensive","Household & Personal Products","Canada",6.43,,1.09,1.87%,19988
397,"BRT","BRT Apartments Corp.","Real Estate","REIT - Residential","USA",409.23,5.22,21.99,1.99%,40273
398,"BRTX","BioRestorative Therapies, Inc.","Healthcare","Biotechnology","USA",12.17,,3.38,5.30%,7057
399,"BRW","Saba Capital Income & Opportunities Fund","Financial","Asset Management","USA",327.05,29.58,7.69,1.32%,186547
400,"BSAQ","Black Spade Acquisition Co","Financial","Shell Companies","Hong Kong",209.40,38.56,9.91,0.00%,4789
401,"BSBK","Bogota Financial Corp.","Financial","Banks - Regional","USA",157.69,25.66,11.16,-0.09%,1220
402,"BSET","Bassett Furniture Industries, Incorporated","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",157.68,6.52,17.01,3.59%,50954
403,"BSIG","BrightSphere Investment Group Inc.","Financial","Asset Management","USA",762.73,8.06,18.41,5.08%,225340
404,"BSKYU","Big Sky Growth Partners, Inc.","Financial","Shell Companies","USA",370.88,41.17,9.88,0.41%,300
405,"BSL","Blackstone / GSO Senior Floating Rate Term Fund","Financial","Closed-End Fund - Debt","USA",167.29,9.44,12.37,-0.56%,43416
406,"BSQR","BSQUARE Corporation","Technology","Software - Application","USA",22.01,,1.07,2.39%,31206
407,"BSRR","Sierra Bancorp","Financial","Banks - Regional","USA",309.81,8.87,21.50,-0.60%,35942
408,"BST","BlackRock Science and Technology Trust","Financial","Closed-End Fund - Equity","USA",1001.48,5.77,31.20,3.07%,154390
409,"BSVN","Bank7 Corp.","Financial","Banks - Regional","USA",216.06,8.70,23.90,0.04%,4338
410,"BTA","BlackRock Long-Term Municipal Advantage Trust","Financial","Closed-End Fund - Debt","USA",119.95,5.95,8.93,0.11%,70298
